"Tag","Serial Number","Sample ID","Date","Elapsed time (s)","Volume (l)","Pressure (psi)","Flow (l/min)","Rate (mL/m)","Speed (m/s)","Latitude","Longitude","Elevation (m)","Accuracy (±m)","Status"
"WE261112D_00026","WE261112D","00026","2023-08-22",212,1.74,7.28,0.5,14.03,0.59,47.061,-88.504972,188,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",214,1.76,7.22,0.5,14.06,0.59,47.061009,-88.504975,187.7,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",216,1.77,7.41,0.5,14.18,0.59,47.061017,-88.504979,187.5,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",218,1.79,7.37,0.5,14.28,0.58,47.061025,-88.504981,187.2,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",220,1.81,7.49,0.5,14.46,0.58,47.061036,-88.504984,187,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",222,1.82,7.49,0.5,14.53,0.57,47.061047,-88.504987,186.8,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",224,1.84,7.67,0.5,14.6,0.57,47.061057,-88.504989,186.6,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",226,1.86,7.74,0.5,14.69,0.57,47.061067,-88.504992,186.6,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",228,1.87,7.67,0.5,14.68,0.57,47.061077,-88.504995,186.6,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",230,1.89,7.79,0.5,14.67,0.57,47.061086,-88.504998,186.5,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",232,1.91,7.86,0.5,14.64,0.57,47.061095,-88.505001,186.4,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",234,1.92,7.97,0.5,14.32,0.58,47.061106,-88.505004,186.4,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",236,1.94,8.01,0.5,13.8,0.6,47.061118,-88.505008,186.3,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",238,1.96,8.06,0.5,13.45,0.62,47.061131,-88.50501,186.4,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",240,1.97,8.29,0.5,13.47,0.62,47.061143,-88.505013,186.4,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",242,1.99,8.17,0.5,13.49,0.62,47.061151,-88.505016,186.5,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",244,2.01,8.08,0.5,13.51,0.62,47.061159,-88.50502,186.5,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",246,2.02,6.74,0.51,13.81,0.61,47.061168,-88.505024,186.6,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",248,2.04,5.8,0.51,13.89,0.61,47.061179,-88.505029,186.7,2.6,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",250,2.06,5.69,0.51,14.01,0.61,47.06119,-88.505032,186.9,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",252,2.07,6.03,0.49,13.55,0.6,47.0612,-88.505038,186.9,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",254,2.09,6.27,0.5,13.89,0.59,47.061209,-88.50504,187.3,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",256,2.11,6.49,0.5,14.72,0.57,47.06122,-88.505042,187.9,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",258,2.13,5.71,0.5,14.97,0.55,47.061229,-88.505045,187.9,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",260,2.14,6.14,0.5,15.41,0.53,47.061235,-88.505047,187.7,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",262,2.16,6.32,0.5,16.23,0.51,47.061242,-88.505051,187.7,2.2,NA
"WE261112D_00026","WE261112D","00026","2023-08-22",264,2.17,6.08,0.5,16.23,0.5,47.061249,-88.505056,187.6,2.2,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",0,0,1.07,0,0,0.1,47.067223,-88.505403,188.5,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",2,0,1.51,0.13,22.59,0.1,47.067222,-88.505406,188.4,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",4,0.03,0.65,0.53,92.01,0.1,47.067222,-88.505409,188.1,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",6,0.06,1.48,0.83,145.61,0.1,47.067222,-88.505413,187.9,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",8,0.08,2.97,0.61,105.35,0.1,47.067223,-88.505414,188.2,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",10,0.08,4.77,0.3,53.33,0.09,47.06722,-88.505419,187.8,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",12,0.09,5.62,0.13,23.88,0.09,47.067219,-88.505422,187.5,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",14,0.1,7.48,0.31,58.41,0.09,47.067219,-88.505423,187.5,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",16,0.13,8.07,0.85,166.37,0.09,47.067218,-88.505424,187.4,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",18,0.17,8.57,1.08,211.39,0.09,47.067218,-88.505426,187.2,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",20,0.21,9.31,1.15,236.04,0.08,47.067217,-88.505427,187.1,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",22,0.25,6.39,1.15,244.94,0.08,47.067217,-88.505428,187.1,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",24,0.28,6.85,1.02,229.27,0.07,47.067217,-88.50543,187.1,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",26,0.32,6.5,1.02,242.51,0.07,47.067217,-88.50543,187.4,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",28,0.35,6.74,1,242.6,0.07,47.067217,-88.505431,187.5,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",30,0.38,6.72,1.01,254.47,0.07,47.067217,-88.505431,187.6,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",32,0.42,6.96,1,260.42,0.06,47.067216,-88.505432,187.7,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",34,0.45,6.95,1,262.88,0.06,47.067215,-88.505432,187.7,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",36,0.48,7.19,1,277.32,0.06,47.067214,-88.505432,187.7,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",38,0.52,5.92,1.03,294.96,0.06,47.067213,-88.505433,187.8,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",40,0.55,7.84,0.99,295.17,0.06,47.067213,-88.505434,187.6,2.6,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",42,0.58,7.13,1,308.93,0.05,47.067213,-88.505436,187.6,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",44,0.62,7.54,1,310.95,0.05,47.067212,-88.505437,187.6,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",46,0.65,7.43,1,317.16,0.05,47.067212,-88.505439,187.6,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",48,0.68,7.49,1,332.67,0.05,47.067212,-88.50544,187.6,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",50,0.71,7.61,1,344.71,0.05,47.067211,-88.505441,187.7,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",52,0.75,7.79,1,353.48,0.05,47.067211,-88.505442,187.8,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",54,0.78,8.03,1,360.75,0.05,47.067212,-88.505443,187.7,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",56,0.81,7.94,1,347.22,0.05,47.067211,-88.505445,187.6,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",58,0.85,8.07,1,355.75,0.05,47.067211,-88.505446,187.7,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",60,0.88,8.15,1,370.78,0.04,47.067211,-88.505447,187.7,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",62,0.91,8.39,1,390.78,0.04,47.067211,-88.505448,187.7,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",64,0.95,8.43,1,436.3,0.04,47.067211,-88.505448,187.8,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",66,0.98,8.59,1,432.9,0.04,47.067211,-88.505449,187.8,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",68,1.02,8.71,1,430.11,0.04,47.067211,-88.50545,187.8,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",70,1.05,8.76,1,432.34,0.04,47.067212,-88.505452,187.9,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",72,1.08,8.82,1,427.35,0.04,47.067212,-88.505453,187.9,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",74,1.11,8.94,1,454.75,0.04,47.067212,-88.505453,188,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",76,1.15,9.08,1,504.29,0.03,47.067212,-88.505454,188.1,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",78,1.18,9.19,1,497.51,0.03,47.067212,-88.505456,188,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",80,1.21,9.39,1,503.52,0.03,47.067212,-88.505457,188.1,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",82,1.25,9.57,1,505.05,0.03,47.067213,-88.505458,188.1,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",84,1.28,9.76,1,516.8,0.03,47.067213,-88.505459,188.2,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",86,1.31,9.81,1,557.41,0.03,47.067214,-88.505461,188.1,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",88,1.35,9.93,1,571.76,0.03,47.067215,-88.505462,188.2,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",90,1.38,9.77,0.95,559.48,0.03,47.067215,-88.505464,188.3,2.5,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",92,1.41,9.92,0.97,618.23,0.03,47.067215,-88.505464,188.3,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",94,1.44,10.22,0.96,621.36,0.03,47.067215,-88.505465,188.4,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",96,1.47,9.96,0.94,625.42,0.03,47.067216,-88.505466,188.4,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",98,1.5,9.92,0.94,700.97,0.02,47.067216,-88.505465,188.6,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",100,1.53,10.03,0.93,715.94,0.02,47.067216,-88.505465,188.6,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",102,1.57,10.07,0.92,716.51,0.02,47.067215,-88.505465,188.7,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",104,1.6,9.99,0.9,638.3,0.02,47.067215,-88.505464,188.7,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",106,1.62,10.02,0.89,642.14,0.02,47.067214,-88.505464,188.6,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",108,1.65,10.03,0.88,680.59,0.02,47.067213,-88.505464,188.5,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",110,1.68,9.97,0.87,726.82,0.02,47.067213,-88.505464,188.4,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",112,1.71,9.99,0.85,682.73,0.02,47.067213,-88.505464,188.3,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",114,1.74,10,0.83,688.23,0.02,47.067213,-88.505465,188.1,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",116,1.77,9.98,0.82,628.35,0.02,47.067212,-88.505465,188.1,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",118,1.79,10.02,0.81,585.68,0.02,47.067212,-88.505464,188,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",120,1.82,10,0.8,572.25,0.02,47.067212,-88.505463,188.1,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",122,1.84,10.03,0.78,572.69,0.02,47.067212,-88.505463,188.1,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",124,1.87,10.04,0.77,627.55,0.02,47.067212,-88.505462,188.2,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",126,1.9,10.03,0.76,658.01,0.02,47.067212,-88.505461,188.2,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",128,1.92,9.99,0.74,649.12,0.02,47.067212,-88.505461,188.3,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",130,1.94,10,0.74,650.84,0.02,47.067212,-88.50546,188.3,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",132,1.97,10.01,0.73,719.92,0.02,47.067212,-88.505459,188.3,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",134,1.99,9.99,0.72,727.27,0.02,47.067212,-88.505459,188.2,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",136,2.02,9.82,0.71,768.4,0.02,47.067212,-88.505459,188.1,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",138,2.04,10.07,0.76,838.85,0.02,47.067213,-88.505458,187.9,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",140,2.07,9.88,0.87,999,0.01,47.067213,-88.505459,187.8,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",142,2.11,7.51,1.01,999,0.02,47.067213,-88.50546,187.7,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",144,2.14,5.59,0.92,915.42,0.02,47.067213,-88.50546,187.7,2.1,NA
"WE261112D_00027","WE261112D","00027","2023-08-22",146,2.15,5.6,0.95,923.23,0.02,47.067214,-88.50546,187.8,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",0,0,1.07,0,0,0.15,47.074894,-88.505497,188.3,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",2,0.02,1.48,0.48,54.78,0.15,47.074895,-88.505499,188.4,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",4,0.04,4.01,0.37,42.75,0.14,47.074898,-88.505501,188.6,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",6,0.04,5.09,0.15,17.83,0.14,47.074899,-88.505504,188.7,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",8,0.04,6.56,0.06,7.18,0.14,47.0749,-88.505507,188.7,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",10,0.05,7.79,0.41,49.53,0.14,47.074901,-88.505511,188.7,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",12,0.09,8.73,0.89,107.22,0.14,47.074902,-88.505514,188.7,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",14,0.13,8.66,1.13,139.51,0.14,47.074904,-88.505518,188.8,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",16,0.17,9.39,1.16,145.47,0.13,47.074905,-88.505521,188.8,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",18,0.21,6.38,1.15,145.15,0.13,47.074906,-88.505523,188.7,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",20,0.24,7.22,1.03,132.36,0.13,47.074907,-88.505524,188.5,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",22,0.27,6.36,1.02,132.09,0.13,47.074908,-88.505527,188.2,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",24,0.31,6.91,1,130.77,0.13,47.074909,-88.505529,188,2.9,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",26,0.34,6.76,1.01,132.44,0.13,47.07491,-88.505532,188.2,2.9,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",28,0.37,7.02,1,130.31,0.13,47.07491,-88.505537,188.2,2.9,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",30,0.41,6.99,1,133.44,0.12,47.074911,-88.505541,188.2,2.9,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",32,0.44,7.02,1,134.19,0.12,47.074913,-88.505544,188.2,2.9,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",34,0.47,7.35,1,133.87,0.12,47.074915,-88.505548,188.2,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",36,0.51,7.18,1,134.73,0.12,47.074916,-88.505551,188.2,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",38,0.54,7.53,1,132.59,0.13,47.074918,-88.505555,188.1,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",40,0.58,7.32,1,132.49,0.13,47.07492,-88.505558,187.9,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",42,0.61,7.42,1,133.44,0.12,47.074921,-88.50556,187.7,2.1,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",44,0.64,7.6,1,135.17,0.12,47.074923,-88.505562,187.5,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",46,0.67,7.73,1,135.72,0.12,47.074925,-88.505563,187.4,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",48,0.71,7.93,1,138.66,0.12,47.074927,-88.505565,187.3,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",50,0.74,8.1,1,134.95,0.12,47.074929,-88.505568,187.2,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",52,0.77,8.31,1,134.52,0.12,47.074931,-88.50557,187.1,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",54,0.81,8.24,1,137.68,0.12,47.074933,-88.505573,187,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",56,0.84,8.35,0.99,133.87,0.12,47.074935,-88.505576,187,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",58,0.87,8.6,1,131.7,0.13,47.074938,-88.505578,186.9,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",60,0.91,8.65,1,130.51,0.13,47.07494,-88.50558,186.6,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",62,0.94,8.66,1,129.5,0.13,47.074941,-88.505582,186.4,2.2,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",64,0.97,8.81,1,127.28,0.13,47.074944,-88.505584,186.2,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",66,1.01,8.87,1,125.74,0.13,47.074945,-88.505586,186,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",68,1.04,8.95,1,124.8,0.13,47.074947,-88.505588,185.9,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",70,1.07,8.98,1,127.67,0.13,47.074949,-88.50559,185.7,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",72,1.11,9.12,1,128.7,0.13,47.074951,-88.505592,185.6,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",74,1.14,9.41,0.99,126.49,0.13,47.074953,-88.505593,185.5,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",76,1.17,9.84,0.99,126.49,0.13,47.074955,-88.505595,185.4,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",78,1.21,9.9,1,129.8,0.13,47.074957,-88.505596,185.4,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",80,1.24,9.9,1,132.01,0.13,47.074959,-88.505597,185.3,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",82,1.27,9.08,0.99,132.48,0.12,47.074961,-88.505599,185.2,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",84,1.31,10.08,1,134.52,0.12,47.074963,-88.5056,185.2,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",86,1.33,10.03,0.84,113.31,0.12,47.074965,-88.505601,185.3,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",88,1.36,10.13,0.93,128.58,0.12,47.074967,-88.505602,185.4,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",90,1.39,9.87,0.95,133.84,0.12,47.074968,-88.505603,185.6,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",92,1.43,9.97,0.95,135.56,0.12,47.074969,-88.505603,185.7,2.4,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",94,1.46,10.08,0.94,131.43,0.12,47.074971,-88.505603,185.9,3.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",96,1.49,10.02,0.93,132.93,0.12,47.074972,-88.505602,186.1,3.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",98,1.52,9.96,0.91,136.51,0.11,47.074973,-88.505601,186.2,3.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",100,1.55,9.97,0.89,134.42,0.11,47.074975,-88.505601,186.4,3.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",102,1.58,10.02,0.89,136.59,0.11,47.074976,-88.5056,186.5,3.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",104,1.61,9.98,0.87,140.03,0.1,47.074977,-88.5056,186.8,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",106,1.64,10,0.87,150.88,0.1,47.074978,-88.5056,186.9,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",108,1.66,10.07,0.86,147.01,0.1,47.07498,-88.505599,187.1,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",110,1.69,10,0.85,151.27,0.09,47.074981,-88.505598,187.1,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",112,1.72,10.04,0.83,154.65,0.09,47.074983,-88.505598,187.3,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",114,1.75,10.02,0.82,173.77,0.08,47.074984,-88.505598,187.4,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",116,1.77,10.01,0.81,181.94,0.07,47.074985,-88.505598,187.4,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",118,1.8,10.01,0.8,184.03,0.07,47.074986,-88.505598,187.5,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",120,1.83,10.04,0.79,198.89,0.07,47.074988,-88.505597,187.8,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",122,1.85,10.01,0.78,205.21,0.06,47.074989,-88.505596,187.7,2.8,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",124,1.88,9.99,0.77,198.81,0.06,47.074991,-88.505596,187.7,3.5,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",126,1.9,10.03,0.76,204.3,0.06,47.074992,-88.505596,187.7,3.5,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",128,1.93,10.01,0.75,204.75,0.06,47.074993,-88.505596,187.7,3.5,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",130,1.95,10.02,0.73,188.63,0.06,47.074994,-88.505596,187.7,3.5,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",132,1.98,9.98,0.72,189.42,0.06,47.074995,-88.505596,187.7,3.5,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",134,2,10.02,0.71,175.96,0.07,47.074996,-88.505596,187.7,2.3,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",136,2.02,9.8,0.72,174.42,0.07,47.074996,-88.505595,187.6,2.3,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",138,2.05,10.07,0.77,190.41,0.07,47.074996,-88.505593,187.6,2.3,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",140,2.08,9.92,0.88,213.8,0.07,47.074997,-88.505591,187.6,2.3,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",142,2.11,8.25,1.01,243.78,0.07,47.074998,-88.50559,187.6,2.3,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",144,2.14,5.55,0.92,230.23,0.07,47.074998,-88.505589,187.6,2.9,NA
"WE261112D_00028","WE261112D","00028","2023-08-22",146,2.16,5.31,0.96,232.22,0.07,47.074999,-88.505587,187.6,2.9,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",0,0,0.43,0,0,0.04,47.082236,-88.505956,186.8,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",2,0,0.26,0.01,4.42,0.04,47.082236,-88.505955,186.8,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",4,0.02,0.46,0.36,162.38,0.04,47.082237,-88.505954,186.8,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",6,0.03,0.67,0.34,162.37,0.03,47.082237,-88.505953,186.8,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",8,0.03,1.7,0.22,104.91,0.04,47.082237,-88.505952,186.7,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",10,0.04,2.89,0.11,50.51,0.04,47.082238,-88.505952,186.6,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",12,0.04,4.14,0.05,23.78,0.04,47.082238,-88.505951,186.6,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",14,0.04,5.4,0.05,22.05,0.04,47.082237,-88.505951,186.4,2.6,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",16,0.06,6.55,0.5,214.78,0.04,47.082237,-88.505951,186.2,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",18,0.1,7.73,0.99,409.94,0.04,47.082237,-88.505951,185.9,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",20,0.14,8.36,1.16,487.6,0.04,47.082236,-88.505951,185.8,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",22,0.18,4.24,1.19,524,0.04,47.082236,-88.505951,185.7,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",24,0.21,4.79,1.03,462.09,0.04,47.082235,-88.505951,185.6,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",26,0.25,4.61,1.03,503.42,0.03,47.082234,-88.50595,185.6,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",28,0.28,4.31,1,497.51,0.03,47.082233,-88.50595,185.5,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",30,0.31,4.3,1.01,517.15,0.03,47.082233,-88.50595,185.5,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",32,0.35,4.52,1,533.33,0.03,47.082232,-88.50595,185.5,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",34,0.38,5.11,1.01,562.99,0.03,47.082231,-88.50595,185.5,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",36,0.41,4.45,1,586.85,0.03,47.082231,-88.50595,185.4,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",38,0.45,4.84,1,603.86,0.03,47.08223,-88.505951,185.4,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",40,0.48,4.93,1,592.07,0.03,47.082229,-88.505951,185.4,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",42,0.52,3.63,1,560.22,0.03,47.082228,-88.505952,185.3,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",44,0.55,3.8,1,555.56,0.03,47.082228,-88.505953,185.4,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",46,0.58,4.86,1,505.82,0.03,47.082228,-88.505953,185.4,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",48,0.62,3.89,1,431.78,0.04,47.082226,-88.505954,185.4,2.4,NA
"WE261112D_00029","WE261112D","00029","2023-08-22",50,0.65,4.06,1,411.02,0.04,47.082226,-88.505955,185.4,2.4,NA
